Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000949,Kaiser Foundation Hospital - Fresno,Fresno,Acute Care Hospital,Major Teaching,3,1.95,42515,1.54,0.39,4.18,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000126,Saint Agnes Medical Center,Fresno,Acute Care Hospital,Major Teaching,6,8.6,113880,0.7,0.28,1.45,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000613,San Joaquin Valley Rehabilitation Hospital,Fresno,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.36,18833,0,0,10.3,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000006,Glenn Medical Center,Glenn,Critical Access Hospital,Critical Access,,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000057,Jerold Phelps Community Hospital,Humboldt,Critical Access Hospital,Critical Access,0,0.02,1047,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000021,Mad River Community Hospital,Humboldt,Acute Care Hospital,"Community, <125 Beds",1,0.1,4564,,,,,,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000045,Providence Redwood Memorial Hospital,Humboldt,Critical Access Hospital,Critical Access,0,0.09,4355,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000067,Providence St. Joseph Hospital,Humboldt,Acute Care Hospital,Major Teaching,0,2.36,36840,0,0,1.27,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000069,The General Hospital,Humboldt,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.06,3024,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000040,El Centro Regional Medical Center,Imperial,Acute Care Hospital,"Community, 125-250 Beds",0,0.57,17580,0,0,6.45,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000146,Pioneers Memorial Healthcare District,Imperial,Acute Care Hospital,"Community, <125 Beds",0,0.62,20623,0,0,5.91,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000037,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0.07,3425,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000102,Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000411,Adventist Health Bakersfield,Kern,Acute Care Hospital,"Community, >250 Beds",3,4.42,74071,0.68,0.17,1.85,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000336,Adventist Health Delano,Kern,Acute Care Hospital,"Community, <125 Beds",0,0.3,7511,0,0,12.36,Same,Yes,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000413,Adventist Health Tehachapi Valley,Kern,Critical Access Hospital,Critical Access,0,0.07,3432,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001330,Bakersfield Heart Hospital,Kern,Acute Care Hospital,"Community, <125 Beds",0,0.25,8247,0,0,14.84,Same,Yes,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000338,Bakersfield Memorial Hospital,Kern,Acute Care Hospital,Major Teaching,4,4.55,81650,0.88,0.28,2.12,Same,No,12,0.63,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630024476,Bakersfield Rehabilitation Hospital,Kern,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.2,10262,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000555,Encompass Health Rehabilitation Hospital of Bakersfield,Kern,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.43,22866,0,0,8.48,Same,Yes,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000319,Good Samaritan Hospital,Kern,Acute Care Hospital,"Community, <125 Beds",0,0.16,6113,,,,,,12,0,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000342,Kern Medical Center,Kern,Acute Care Hospital,Major Teaching,2,4.83,58779,0.41,0.07,1.37,Same,Yes,12,0.99,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000344,Kern Valley Healthcare District,Kern,Critical Access Hospital,Critical Access,0,0.04,1961,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000404,Mercy Hospital,Kern,Acute Care Hospital,"Community, <125 Beds",2,0.85,22054,2.34,0.28,8.45,Same,No,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000701,Mercy Southwest Hospital,Kern,Acute Care Hospital,"Community, <125 Beds",1,0.76,21398,1.31,0.03,7.32,Same,No,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000409,Ridgecrest Regional Hospital,Kern,Critical Access Hospital,Critical Access,1,0.15,7140,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012960,Adventist Health Hanford,Kings,Acute Care Hospital,Major Teaching,1,2.36,41296,0.42,0.02,2.09,Same,Yes,12,1.01,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000044,Adventist Health Clearlake,Lake,Critical Access Hospital,Critical Access,0,0.12,5571,,,,,,11,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000019,Sutter Lakeside Hospital,Lake,Critical Access Hospital,Critical Access,0,0.15,7425,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000008,Banner Lassen Medical Center,Lassen,Critical Access Hospital,Critical Access,0,0.07,3180,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,Adventist Health Glendale,Los Angeles,Acute Care Hospital,Major Teaching,6,6.53,97889,0.92,0.37,1.91,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,Adventist Health Glendale,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,7062,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000191,Adventist Health White Memorial,Los Angeles,Acute Care Hospital,Major Teaching,3,4.72,76891,0.64,0.16,1.73,Same,No,11,0.4,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000012,Adventist Health White Memorial Montebello,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.16,24923,0,0,3.19,Same,Yes,12,2.54,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005,Alhambra Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",4,0.98,21538,4.07,1.11,10.42,Worse,No,12,1.21,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005,Alhambra Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3141,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000008,Antelope Valley Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,4,4.22,88222,0.95,0.3,2.29,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000014,Barlow Respiratory Hospital,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,1,8.72,30003,0.12,0.01,0.57,Better,Yes,12,0.24,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000002,California Hospital Medical Center - Los Angeles,Los Angeles,Acute Care Hospital,Major Teaching,7,6.17,75467,1.14,0.5,2.25,Same,No,12,1.58,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000031,"California Rehabilitation Institute, LLC",Los Angeles,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020,Casa Colina Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.07,3606,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020,Casa Colina Hospital-Rehab,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.42,21854,0,0,8.88,Same,Yes,12,,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000013,Catalina Island Medical Center,Los Angeles,Critical Access Hospital,Critical Access,0,0.01,493,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000044,Cedars-Sinai Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,0.93,21522,3.24,0.67,9.47,Same,No,12,1.9,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000004,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,12,26.13,311388,0.46,0.25,0.78,Better,Yes,12,0.93,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022,Centinela Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",8,3.16,51204,2.53,1.17,4.8,Worse,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022,Centinela Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,3996,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000034,Children's Hospital Los Angeles,Los Angeles,Acute Care Hospital,Pediatric,3,4.12,116221,0.73,0.19,1.98,Same,No,12,0.49,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",8,8.91,77286,0.9,0.42,1.7,Same,No,12,0.82,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038,Coast Plaza Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",2,0.61,11277,3.31,0.4,11.94,Same,No,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114,College Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,0.88,12083,2.28,0.28,8.22,Same,No,12,0.57,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040,Community Hospital of Huntington Park,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.41,14768,0,0,9.08,Same,Yes,12,3.67,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158,Docs Surgical Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.01,811,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053,East Los Angeles Doctors Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.77,11925,0,0,4.82,Same,Yes,12,2.28,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056,Emanate Health Foothill Presbyterian Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",2,1.02,23272,1.97,0.33,6.49,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070,Emanate Health Inter-Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.55,36193,0,0,1.93,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,3.08,64145,0.33,0.02,1.6,Same,Yes,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,Emanate Health Queen of the Valley Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3645,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054,Encino Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,0.73,15973,0,0,5.08,Same,Yes,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054,Encino Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2297,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,Garfield Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,2.37,43801,0.84,0.14,2.78,Same,No,12,1.86,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,Garfield Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4496,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,Glendale Memorial Hospital and Health Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",0,1.84,37622,0,0,1.63,Same,Yes,12,0.38,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,Glendale Memorial Hospital and Health Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3257,,,,,,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.44,10497,0,0,8.4,Same,Yes,12,0,¥ See Data Dictionary
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",5,2.32,56597,2.15,0.79,4.77,Same,No,12,,
2023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3864,,,,,,12,,
